Aleph-ID|Autor|Titel|Aufl.|Jahr|ISBN|SPRACHE|Signatur|Fach
001425700|Hesse, Joachim Jens|Das Regierungssystem der Bundesrepublik Deutschland|10., vollst. neu bearb. Aufl.|2012|978-3-8329-6250-0|ger|110 MG 15000 H587(10)|07
001570804|Hesse, Jürgen|Die 100 wichtigsten Tipps für die Bewerbung|neue Aufl.|2012|978-3-86668-603-8|ger|110 AL 43950 H587 T595|01
001682167|Hesse, Jürgen|Die 100 wichtigsten Tipps zum Assessment Center||2013|978-3-86668-589-5|ger|110 AL 43950 H587 F811|01
000810793|Hesse, Jürgen|Marketing in eigener Sache||2002|3-8218-3834-5|ger|110 AL 43950 H587 M345|01
001349363|Hesse, Jürgen|Neue Wege der Bewerbung||2007|978-3-8218-5937-8|ger|110 AL 43950 H587 N481|01
000858800|Hesse, Jürgen|Praxismappe für das überzeugende Vorstellungsgespräch||2003|3-8218-3873-6|ger|110 AL 43950 P919 V955|01
001363010|Hesse, Jürgen|Praxismappe für die erfolgreiche Initiativbewerbung|1. Aufl.|2008|978-3-8218-5969-9|ger|110 AL 43950 P919 I56|01
001350504|Hesse, Jürgen|Praxismappe für die perfekte schriftliche Bewerbung|3. Print|2007|978-3-8218-5905-7|ger|110 AL 43950 P919 S379|01
001374098|Hesse, Jürgen|Praxismappe für die perfekte schriftliche Bewerbung|[Nachdr.]|2008|978-3-8218-5905-7|ger|110 AL 43950 P919 S379|01
000844996|Hesse, Konrad|Grundzüge des Verfassungsrechts der Bundesrepublik Deutschland|Neudr. der 20. Aufl.|1999|3-8114-7499-5|ger|110 PL 375 H587|09
001579511|Heuser, Harro|Lehrbuch der Analysis|14., aktualisierte Aufl.|2008|978-3-8351-0208-8|ger|110 SK 400 H595-2(14)|11
001579512|Heuser, Harro|Lehrbuch der Analysis|17., aktualisierte Aufl.|2009|978-3-8348-0777-9|ger|110 SK 400 H595-1(17)|11
001584212|Heuß, Alfred|Römische Geschichte|10. Aufl.|2007|978-3-506-73927-8|ger|110 NB 1400 H595(10)|34
000889874|Hewings, Martin|Advanced grammar in use|[new] 2. Ed., repr.|2005|0-521-53291-4|eng|110 HF 181 H599|28
000803598|Hickethier, Knut|Einführung in die Medienwissenschaft||2003|3-476-01882-2|ger|110 AP 12800 H628|25
000897482|Hickethier, Knut|Film- und Fernsehanalyse|2., überarb. Aufl.|1996|3-476-12277-8|ger|110 AP 45000 H628(2)|25
000981555|Hickethier, Knut|Film- und Fernsehanalyse|3., überarb. Aufl.|2001|3-476-13277-3|ger|110 AP 45000 H628(3)|25
001608889|Hickethier, Knut|Film- und Fernsehanalyse|5., aktualisierte und erw. Aufl.|2012|978-3-476-02450-3|ger|110 AP 45000 H628(5)|25
001375332|Hildebrand, Klaus|Deutsche Aussenpolitik 1871 - 1918|3., überarb. und um einen Nachtrag erw. Aufl.|2008|978-3-486-58698-5|ger|110 NB 2000 H642 D486|34
001558251|Hill, Charles W. L.|International business|9. ed., global ed.|2012|978-0-07-714065-6|eng|110 QP 305 H645(9e)|08
001609934|Hill, Paul B.|Familiensoziologie|5., grundlegend überarb. Aufl.|2013|978-3-531-18365-7|ger|110 MS 1900 H647(5)|06
001524328|Hillier, David|Financial markets and corporate strategy|2. European ed.|2012|978-0-07-712942-2|eng|110 QK 600 H654(2)|08
001393597|Hilton, Ronald W.|Managerial accounting|8. ed., international student ed.|2009|978-0-07-128551-3|eng|110 QP 800 H656|08
001345877|Hoberg, Rudolf|Duden - deutsche Grammatik - kurz gefasst|3., überarb. Aufl.|2008|978-3-411-04553-2|ger|110 GC 6009 H682|29
001161963|Hofer, Manfred|Lehrbuch Familienbeziehungen|2., vollst. überarb. und erw. Aufl.|2002|3-8017-1619-8|ger|110 MS 1990 H697|06
001683741|Hoffmann, Hans G.|Große Lerngrammatik Englisch|Vollst. Neubearb., 1. Aufl.|2010|978-3-19-202657-7|eng|110 HF 181 H711|28
000821549|Hofmann, Christian|Übungsbuch zur Finanzbuchhaltung||2004|3-8006-3132-6|ger|110 QP 829 H713|08
000631957|Hofmann, Michael|Schiller||2003|3-406-51010-8|ger|110 GK 8620 H713|29
001244217|Hofstede, Geert|Culture's consequences|2. ed., [Nachdr.]|2003|0-8039-7324-1|eng|110 QP 342 H713|08
001400064|Hogg, Richard M.|A history of the English language|1. paperback ed.|2008|0-521-71799-X|eng|110 HE 130 H716|28
001429368|Hogg, Richard M.|An introduction to Old English|Repr.|2009|0-7486-1328-5|eng|110 HE 350 H716|28
001330572|Hoitsch, Hans-Jörg|Kosten- und Erlösrechnung|6., überarb. Aufl.|2007|978-3-540-73771-1|ger|110 QP 830 H719|08
001371155|Holmes, Janet|An introduction to sociolinguistics|3. ed.|2008|978-1-4058-2131-5|eng|110 ES 100 H751|28
001460286|Holzner, Steven|Differentialgleichungen für Dummies|1. Aufl.|2009|978-3-527-70527-6|ger|110 SK 520 H762|11
000819540|Homberger, Dietrich|Sachwörterbuch zur Sprachwissenschaft||2000|3-15-010471-8|ger|110 ER 450 H764|27
001527381|Homburg, Christian|Grundlagen des Marketingmanagements|3., überarb. und erw. Aufl.|2012|978-3-8349-3436-9|ger|110 QP 600 H764 G889(3)|08
001543504|Homburg, Christian|Handbuch Vertriebsmanagement|1. Aufl.|2011|978-3-8349-1977-9|ger|120 QP 621 W651|08
001513443|Homburg, Christian|Kundenzufriedenheit|8., überarb. Aufl.|2012|978-3-8349-2911-2|ger|110 QP 620 H764(8)|08
001586818|Homburg, Christian|Marketing management|2. ed.|2013|978-0-07-714604-7|eng|110 QP 600 H764(2e)|08
001527382|Homburg, Christian|Marketingmanagement|4., überarb. und erw. Aufl.|2012|978-3-8349-3435-2|ger|110 QP 600 H764 M345(4)|08
001435600|Homburg, Christian|Preismanagement auf Business-to-Business-Märkten|1. Aufl.|2011|978-3-8349-1559-7|ger|110 QP 530 H764|08
001031113|Homburg, Christian|Quantitative Betriebswirtschaftslehre|3., überarb. Aufl.|2000|3-409-33417-3|ger|110 QP 360 H764|08
001434671|Homburg, Christian|Übungsbuch Marketingmanagement|1. Aufl.|2011|978-3-8349-2161-1|ger|110 QP 600 H764 U22|08
001430040|Homburg, Stefan|Allgemeine Steuerlehre|6., stark überarb. Aufl.|2010|978-3-8006-3759-1|ger|110 QL 400 H764(6)|08
001556850|Hommel, Michael|IFRS-Bilanzanalyse case by case|3., überarb. u. aktualisierte Aufl.|2012|978-3-8005-5031-9|ger|110 QP 827 H768(3)|08
001619983|Hommel, Michael|Konzernbilanzierung case by case|4., völlig überarb. und erw. Aufl.|2013|978-3-8005-5037-1|ger|110 QP 826 H768(4)|08
001200470|Hommel, Michael|Synopse der Rechnungslegung nach HGB und IFRS||2006|3-8006-3156-3|ger|110 QP 820 H768|08
001556849|Hommel, Michael|Unternehmensbewertung case by case|7., vollst. überarb. und erw. Aufl.|2013|978-3-8005-5030-2|ger|110 QP 770 H768(7)|08
001430366|Honsell, Heinrich|Römisches Recht|7., erg. und aktualisierte Aufl.|2010|978-3-642-05306-1|ger|110 PV 260 H774(7)|09
001436235|Hoppe, Werner|Öffentliches Baurecht|4. Aufl.|2010|978-3-406-59163-1|ger|110 PN 564 H798(4)|09
001506496|Hopper, Paul J.|Grammaticalization|2. ed., 5 printing|2009|978-0-521-00948-5|eng|110 ET 150 H798|27
001078895|Horn, András|Theorie der literarischen Gattungen||1998|3-8260-1544-4|ger|110 EC 1820 H813|27
001683531|Hornby, Albert Sydney|Oxford advanced learner's dictionary of current English|[New] 8. ed., [Nachdr.]|2011|978-0-19-479900-3|eng|110 HE 305 H814(8e)|28
001429357|Horobin, Simon|An introduction to Middle English|Repr.|2009|978-0-7486-1480-6|eng|110 HE 600 H816|28
001507124|Horváth, Péter|Controlling|12., vollst. überarb. Aufl.|2011|978-3-8006-3878-9|ger|110 QP 361 H823(12)|08
001570605|Hoyer, Wayne D.|Consumer behavior|6. ed., internat. ed.|2013|978-1-13-327449-0|eng|110 QW 300 H868(6e)|08
001111299|Hradil, Stefan|Soziale Ungleichheit in Deutschland|8. Aufl., Nachdr.|2005|3-8100-3000-7|ger|110 MS 1300 H873|06
001521360|Hromadka, Wolfgang|Arbeitsrecht|5., überarb. und aktualisierte Aufl.|2012|978-3-642-22783-7|ger|110 PF 250 H873-1(5)|09
001626759|Hromadka, Wolfgang|Arbeitsrecht|6. Aufl.|2014|978-3-642-38131-7|ger|110 PF 250 H873-2(6)|09
000589469|Huang, David S.|Einführung in die Mathematik für Wirtschaftswissenschaftler|9., überarb. Aufl.|2002|3-486-25845-1|ger|110 SK 980 H874|11
001612291|Huber, Oswald|Das psychologische Experiment|6., überarb. Aufl.|2013|978-3-456-85299-7|ger|110 CM 3500 H877(6)|03
001343819|Huddleston, Rodney|The Cambridge grammar of the English language|4. print.|2006|0-521-43146-8|eng|110 HF 181 H884|28
001680538|Hufen, Friedhelm|Staatsrecht II - Grundrechte|4., aktual. und überarb. Aufl.|2014|978-3-406-66157-0|ger|110 PL 400 H889(4)|09
001621133|Hufen, Friedhelm|Verwaltungsprozessrecht|9., überarb. und aktualisierte Aufl.|2013|978-3-406-65251-6|ger|110 PN 945 H889(9)|09
000303020|Hughes, Arthur|English accents and dialects|3. ed.|1996|0-340-61445-5|eng|110 HF 500 H893|28
001504915|Hull, John|Options, futures, and other derivatives|8. ed., global ed.|2012|978-0-273-75907-2|eng|110 QK 660 H913(8e)|08
001516336|Hull, John|Options, futures, and other derivatives|8. ed., global ed.|2012|978-0-273-75911-9|eng|110 QK 660 H913 S691(8e)|08
001344774|Humphrey, Richard|Essential study skills for Bachelor, Master in English and American studies|1. Aufl.|2007|978-3-12-939615-5|eng|110 HD 260 H926|28
001142769|Humphrey, Richard|Grundkurs Fachübersetzen Deutsch - Englisch|1. Aufl.|2002|3-12-939632-2|eng|110 HD 228 H926|27
001079898|Hussy, Walter|Denken und Problemlösen|2., überarb. u. erw. Aufl.|1998|3-17-015160-6|ger|110 CP 4000 H972|03
000900483|Hämmerlin, Günther|Numerische Mathematik|4., nochmals durchges. Aufl.|1994|3-540-58033-6|ger|110 SK 900 H134|11
001546305|Härdle, Wolfgang|Applied multivariate statistical analysis|3. ed.|2012|978-3-642-17228-1|eng|110 SK 830 H136(3)|11
001423914|Häublein, Gernot|Thematischer Grund- und Aufbauwortschatz Englisch|3., neu bearb. Aufl.|2009|978-3-12-519515-8|eng|110 HD 201 H137(3e)|28
000506839|Hübner, Gerhard|Stochastik|3., überarb. Aufl.|2002|3-528-25443-2|ger|110 SK 800 H887|11
001363705|Hübner, Gert|Minnesang im 13. Jahrhundert||2008|978-3-8233-6429-0|ger|110 GF 6382 H887|29
000566607|Hülsmann, Jochen|Einführung in die Wirtschaftsmathematik||1998|3-540-63718-4|ger|110 SK 980 H887|11
000973456|Hüther, Jürgen|Grundbegriffe Medienpädagogik|4., vollst. neu konzipierte Aufl.|2005|3-938028-06-8|ger|110 AP 12800 H888|25
001578474|Ipsen, Jörn|Allgemeines Verwaltungsrecht|8., neu bearb. Aufl.|2012|978-3-8006-3978-6|ger|110 PN 225 I64(8)|09
001617505|Ipsen, Jörn|Staatsrecht|16., überarb. Aufl.|2013|978-3-8006-4656-2|ger|110 PL 375 I64-2(16)|09
001410001|Ipsen, Knut|Völkerrecht|6., völlig neu bearb. Aufl. des von Eberhard Menzel begr. Werkes|2014|978-3-406-57294-4|ger|110 PR 2157 I64(6)|09
001390701|Ismayr, Wolfgang|Die politischen Systeme Westeuropas|4., aktualisierte und überarb. Aufl.|2009|978-3-531-16464-9|ger|110 MG 11000 I83|07
001492965|Issing, Otmar|Einführung in die Geldtheorie|15., wesentlich überarb. Aufl.|2011|978-3-8006-3810-9|ger|110 QC 320 I86|08
000966430|Jachtenfuchs, Markus|Europäische Integration|2. Aufl.|2003|3-8252-1853-8|ger|110 MK 5000 J12|07
001435601|Jacobs, Otto H.|Internationale Unternehmensbesteuerung|7., neu bearb. u. erw. Aufl.|2011|978-3-406-60372-3|ger|110 QL 530 J17|08
001373887|Jacobs, Otto H.|Unternehmensbesteuerung und Rechtsform|4., neu bearb. Aufl.|2009|978-3-406-57583-9|ger|110 QL 820 J17(4)|08
001639836|Jacoby, Florian|Bürgerliches Gesetzbuch|14., neubearb. Aufl.|2013|978-3-406-65247-9|ger|110 PD 2600 K93(14)|09
001640065|Jacoby, Florian|Zivilprozessrecht|14., überarb. Aufl.|2014|978-3-8006-4496-4|ger|110 PG 455 B351(14)|09
001173591|Jacod, Jean|Probability essentials|2. ed., 2. corr. print.|2004|3-540-43871-8|eng|110 QH 170 J17 P962|08
001368233|Jahraus, Oliver|Grundkurs Literaturwissenschaft|1. Aufl.|2008|978-3-12-939002-3|ger|110 GE 3029 J25|29
001411994|Jahraus, Oliver|Grundkurs Literaturwissenschaft|2. Aufl.|2009|978-3-12-939002-3|ger|110 GE 3029 J25(2)|29
000853798|Jahraus, Oliver|Literaturtheorie||2004|3-7720-3363-6|ger|110 EC 1820 J25|27
001289691|Jakob, Wolfgang|Die Examensklausur im Steuerrecht|2., völlig überarb. Aufl.|2005|3-406-54015-5|ger|110 PP 3020 J25|09
001688380|Jakobs, Hermann|Kirchenreform und Hochmittelalter|4. Aufl., unveränd. Nachdr. der 3., überarb. und erw. Aufl.|1999|3-486-49714-6|ger|110 NB 1600 J25|34
001621130|Janich, Nina|Werbesprache|6., durchges. u. korrig. Aufl.|2013|978-3-8233-6818-2|ger|110 GD 8944 J33(6)|27
001688235|Jarass, Hans D.|Grundgesetz für die Bundesrepublik Deutschland|13. Aufl.|2014|978-3-406-66119-8|ger|110 PL 374 J37(13)|09
000937508|Jarren, Otfried|Journalismus - Medien - Öffentlichkeit||2002|3-531-13514-7|ger|110 AP 22800 J37|25
001065375|Jarren, Otfried|Politische Kommunikation in der Mediengesellschaft|2., überarb. Aufl.|2006|3-531-33373-9|ger|110 AP 14150 J37|25
000995083|Jeßing, Benedikt|Einführung in die neuere deutsche Literaturwissenschaft||2003|3-476-01951-9|ger|110 GE 3029 J58|29
001263212|Jeßing, Benedikt|Einführung in die neuere deutsche Literaturwissenschaft|2., aktualisierte und erw. Aufl|2007|978-3-476-02142-7|ger|110 GE 3029 J58(2)|29
001571316|Joecks, Wolfgang|Strafgesetzbuch|10. Aufl.|2012|978-3-406-64417-7|ger|110 PH 2550 J64(10)|09
001561816|John, Klaus Dieter|Arbeitsbuch Makroökonomik|2., überarb. und erw. Aufl.|2012|978-3-7910-3185-9|ger|110 QC 300 M278 J65(2)|08
001638539|Johnson, Gerry|Exploring strategy|10. ed.|2014|978-1-292-00254-5|eng|110 QP 320 J67(10e)|08
001687944|Johnson, Richard Arnold|Applied multivariate statistical analysis|6. ed., new internat. ed.|2014|1-292-02494-1|eng|110 SK 830 J68|11
001639960|Jung, Peter|Handelsrecht|10. Aufl.|2014|978-3-406-66017-7|ger|110 PE 345 J95(10)|09
001434747|Junker, Abbo|Vertragsgestaltung|3., neubearb. Aufl.|2010|978-3-406-59383-3|ger|110 PD 4000 J95(3)|09
001617392|Jurafsky, Dan|Speech and language processing|2. ed., Pearson new international ed.|2014|1-292-02543-3|eng|110 ST 306 J95(2e)|12
001164756|Jäckel, Michael|Mediensoziologie|1. Aufl.|2005|3-531-14483-9|ger|110 AP 13800 J22|25
000828571|Jäckel, Michael|Medienwirkungen|4., überarb. und erw. Aufl.|2008|978-3-531-15391-9|ger|110 AP 17120 J22|25
001334010|Jäger, Roland|Selbstmanagement und persönliche Arbeitstechniken|4. Aufl.|2007|3-921-313-708|ger|110 AK 39500 J22(4)|01
001578782|Jänich, Klaus|Funktionentheorie|6. Aufl.; 2. korr. Nachdr.|2011|978-3-540-20392-6|ger|110 SK 700 J22(6)|11
001581151|Jänich, Klaus|Lineare Algebra|11. Aufl., 1. korr. Nachdr.|2011|978-3-540-75501-2|ger|110 SK 220 J22(11,1)|11
000958093|Jänich, Klaus|Topologie|8. Aufl.|2005|3-540-21393-7|ger|110 SK 280 J22|11
001517471|Kabatek, Johannes|Spanische Sprachwissenschaft|2., überarb. Aufl.|2011|978-3-8233-6658-4|ger|110 IM 1650 K11(2)|30
001344168|Kaiser, Gerhard|Aufklärung, Empfindsamkeit, Sturm und Drang|6., erw. Aufl. mit einer Vorrede|2007|978-3-8252-0484-6|ger|110 GI 1405 K13|29
001166782|Kaiser, Reinhold|Das römische Erbe und das Merowingerreich|3., überarb. und erw. Aufl.|2004|3-486-56722-5|ger|110 NB 1600 K13|34
001512880|Kallwass, Wolfgang|Privatrecht|21., überarb. Aufl.|2011|978-3-8006-3896-3|ger|110 PD 2700 K14(21)|09
001639684|Kanitz, Friedrich von|Bilanzkunde für Juristen|3., vollst. überarb. Aufl.|2014|978-3-406-64569-3|ger|110 PP 5634 K16(3)|09
001333937|Kapp, Volker|Italienische Literaturgeschichte|3., erw. Aufl.|2007|978-3-476-02064-2|ger|110 IT 2260 K17(3)|30
000776204|Karmann, Alexander|Mathematik für Wirtschaftswissenschaftler|4., erw. Aufl.|2000|3-486-25364-6|ger|110 SK 980 K18|11
001002892|Karmasin, Matthias|Grundlagen des Medienmanagements|2., korrigierte und erw. Aufl.|2002|3-8252-8203-1|ger|110 AP 17640 K18|25
000833444|Karpenstein-Eßbach, Christa|Einführung in die Kulturwissenschaft der Medien||2004|3-8252-2489-9|ger|110 AP 12800 K18|25
001378283|Karthaus, Ulrich|Sturm und Drang|2., aktualisierte Aufl|2007|978-3-406-46189-7|ger|110 GK 2166 K18|29
001121570|Kartschoke, Dieter|Geschichte der deutschen Literatur im frühen Mittelalter|Orig.-Ausg.|1990|3-423-04551-5|ger|110 GE 8001 G389-1|29
001199637|Kaschuba, Wolfgang|Lebenswelt und Kultur der unterbürgerlichen Schichten im 19. und 20. Jahrhundert||1990|3-486-55441-7|ger|110 NB 2000 K19|34
001439947|Katz, Alfred|Staatsrecht|18., völlig neu bearb. Aufl.|2010|978-3-8114-9778-8|ger|110 PL 375 K19(18)|09
001581017|Kaufman, Roger T.|Student guide and workbook for use with Macroeconomics, eighth edition, N. Gregory Mankiw|8. ed.|2013|978-1-4641-0493-0|eng|110 QC 300 M278 K21(8)|08
001370000|Kelle, Udo|Die Integration qualitativer und quantitativer Methoden in der empirischen Sozialforschung|2. Aufl.|2008|978-3-531-16144-0|ger|110 MR 1100 K29|25
000971540|Keller, Jörg|Grammatische Strukturen - kognitive Prozesse||1993|3-8233-4954-6|ger|110 ER 900 K29|27
001558738|Keller, Kevin Lane|Strategic brand management|4. ed., global ed., Pearson international ed.|2013|978-0-13-266425-7|eng|110 QP 624 K29(4)|08
001635167|Kemper, Alfons|Datenbanksysteme|9., erw. und aktual. Aufl.|2013|978-3-486-72139-3|ger|110 ST 270 K32(9)|12
001635169|Kemper, Alfons|Übungsbuch Datenbanksysteme|3., aktualisierte und erw. Aufl.|2012|978-3-486-70823-3|ger|110 ST 270 K32 D232(3)|12
001350240|Kennedy, Peter|A guide to econometrics|6. ed.|2008|978-1-4051-8258-4|eng|110 QH 310 K36(6)|08
001291031|Keppler, Angela|Mediale Gegenwart|[Orig.-Ausg.], 1. Aufl.|2006|3-518-29390-7|ger|110 AP 37740 K38|25
001230263|Kernighan, Brian W.|Programmieren in C|2. Ausg., ANSI C|1990|3-446-15497-3|ger|110 ST 250 C01 K39|12
001348074|Kessel, Katja|Basiswissen deutsche Gegenwartssprache|2., überarb. Aufl|2008|978-3-8252-2704-3|ger|110 GC 1015 K42|29
001041959|Keuschnigg, Christian|Öffentliche Finanzen: Einnahmenpolitik||2005|3-16-148283-2|ger|110 QL 400 K43|08
001391477|Kienle, Florian|Internationales Privatrecht||2008|978-3-472-07152-5|ger|110 PT 320 K47|09
000796411|Kieser, Alfred|Unternehmungspolitik|2., überarb. und aktualisierte Aufl.|2004|3-7910-2226-1|ger|110 QP 300 K47(2)|08
001464612|Kilian, Wolfgang|Europäisches Wirtschaftsrecht|4., überarb. Aufl.|2010|978-3-406-60984-8|ger|110 PS 3760 K48(4)|09
001622228|Kindhäuser, Urs|Strafrecht - Besonderer Teil|6., völlig neu überarb. Aufl.|2014|978-3-8487-0290-9|ger|110 PH 3500 K51-1(6)|09
001680241|Kindhäuser, Urs|Strafrecht - Besonderer Teil|8., völlig neu überarb. Aufl.|2014|978-3-8487-0607-5|ger|110 PH 3500 K51-2(8)|09
001622227|Kindhäuser, Urs|Strafrecht, Allgemeiner Teil|6., völlig neu überarb. Aufl.|2013|978-3-8487-0271-8|ger|110 PH 3000 K51(6)|09
001623639|Kingreen, Thorsten|Staatsrecht|29., neu bearb. Aufl. des von Bodo Pieroth und Bernhard Schlink begr. Lehrbuchs|2013|978-3-8114-9341-4|ger|110 PL 400 P619(29)|09
001525338|Kirchhoff, Sabine|Der Fragebogen|5. Aufl.|2010|978-3-531-16788-6|ger|110 MR 2500 K58(5)|06
001551567|Kirk, Roger E.|Experimental design|4. ed.|2013|978-1-4129-7445-5|eng|110 CM 3500 K59(4e)|03
000597415|Klann-Delius, Gisela|Spracherwerb||1999|3-476-10321-8|ger|110 ER 910 K63|27
000880030|Klausnitzer, Ralf|Literaturwissenschaft||2004|3-11-018023-5|ger|110 EC 1600 K63|27
001370129|Klawitter, Arne|Literaturtheorie - Ansätze und Anwendungen||2008|3-8252-3055-4|ger|110 EC 1820 K63|27
000456183|Klenk, Ursula|Generative Syntax||2003|3-8233-4994-5|ger|110 ET 640 K64|27
001331262|Klinkert, Thomas|Einführung in die französische Literaturwissenschaft|4., durchges. Aufl.|2008|978-3-503-09825-5|ger|110 IE 1000 K65(4)|30
001342567|Klinkowitz, Jerome|The Norton anthology of American literature|7. ed.|2007|0-393-92743-1|eng|110 HR 1910 K65|28
001336866|Kloock, Daniela|Medientheorien|3., aktualisierte Aufl.|2007|978-3-8252-1986-4|ger|110 AP 13500 K66|25
001618819|Klunzinger, Eugen|Einführung in das Bürgerliche Recht|16., überarb. und erw. Aufl.|2013|978-3-8006-4620-3|ger|110 PD 2700 K66(16)|34
001556845|Klunzinger, Eugen|Grundzüge des Gesellschaftsrechts|16., überarb. und erw. Aufl.|2012|978-3-8006-4238-0|ger|110 PE 375 K66(16)|09
001498057|Klunzinger, Eugen|Grundzüge des Handelsrechts|14. überarb. Aufl.|2011|978-3-8006-3805-5|ger|110 PE 345 K66(14)|09
001548343|Klunzinger, Eugen|Übungen im Privatrecht|10., überarb. und erw. Aufl.|2012|978-3-8006-3897-0|ger|110 PD 2080 K66(10)|09
000520041|Kment, Martin|Öffentliches Baurecht|6., neu bearb. Aufl.|2011|978-3-406-51688-7|ger|110 PN 564 F499-1(6)|09
001326188|Knapp, Karlfried|Angewandte Linguistik|2., überarb. u. erw. Aufl|2007|3-8252-8275-9|ger|110 ES 600 K67|27
001348076|Kniffka, Gabriele|Deutsch als Zweitsprache||2007|978-3-506-75720-3|ger|110 GB 3024 K69|29
000730436|Knobloch, Hans W.|Gewöhnliche Differentialgleichungen||1974|3-519-02208-7|ger|110 SK 520 K72|11
000913449|Knuth, Donald Ervin|Arithmetik||2001|3-540-66745-8|ger|110 SK 180 K74|11
001423458|Koch, Harald|IPR und Rechtsvergleichung|4., neu bearb. Aufl.|2010|978-3-406-58931-7|ger|110 PT 320 K76(4)|09
001367786|Kocher, Ursula|Literaturwissenschaft||2008|978-3-05-004413-2|ger|110 EC 1458 K76|27
001434447|Koebner, Thomas|Reclams Sachlexikon des Films|2., aktualisierte und erw. Aufl|2007|3-15-010625-7|ger|110 AP 43300 K77|25
001343221|Kohl, Katrin|Metapher||2007|978-3-476-10352-9|ger|110 EC 3765 K79|27
001447087|Kohler, Alfred|Das Reich im Kampf um die Hegemonie in Europa 1521 - 1648|2., um einen Nachtr. erw. Aufl.|2010|978-3-486-59782-0|ger|110 NB 1600 R347(2)|34
001506110|Kohler, Alfred|Von der Reformation zum Westfälischen Frieden||2011|978-3-486-59803-2|ger|110 NB 1600 K79|34
001564435|Kohler, Ulrich|Datenanalyse mit Stata|4., aktualisierte und überarb. Aufl.|2012|978-3-486-70921-6|ger|110 ST 601 S797 K79(4)|11
001114949|Kohler-Koch, Beate|Europäische Integration - europäisches Regieren|1. Aufl.|2004|3-8100-3543-2|ger|110 MK 5100 K79|07
001584336|Kolb, Eberhard|Die Weimarer Republik|8., überarb. u. erw. Aufl.|2013|978-3-486-71267-4|ger|110 NB 2000 K82(8)|34
